MO,Date,FactoryID,SKUID,Qty
MO017SKU106,2025-01-18,FAC002,SKU106,285
MO017SKU107,2025-01-18,FAC001,SKU107,322
MO017SKU108,2025-01-18,FAC003,SKU108,130
MO017SKU109,2025-01-18,FAC002,SKU109,340
MO017SKU110,2025-01-18,FAC005,SKU110,343
MO017SKU111,2025-01-18,FAC005,SKU111,190
MO017SKU112,2025-01-18,FAC005,SKU112,266
MO017SKU113,2025-01-18,FAC006,SKU113,356
MO017SKU114,2025-01-18,FAC001,SKU114,236
MO017SKU115,2025-01-18,FAC004,SKU115,266
MO017SKU116,2025-01-18,FAC006,SKU116,272
MO017SKU117,2025-01-18,FAC005,SKU117,442
MO017SKU118,2025-01-18,FAC005,SKU118,231
MO017SKU119,2025-01-18,FAC005,SKU119,206
MO017SKU120,2025-01-18,FAC006,SKU120,186
MO017SKU121,2025-01-18,FAC002,SKU121,508
MO017SKU122,2025-01-18,FAC005,SKU122,468
MO017SKU123,2025-01-18,FAC001,SKU123,446
MO017SKU124,2025-01-18,FAC004,SKU124,264
MO017SKU125,2025-01-18,FAC005,SKU125,222
MO017SKU126,2025-01-18,FAC006,SKU126,347
MO017SKU127,2025-01-18,FAC005,SKU127,104
MO017SKU128,2025-01-18,FAC006,SKU128,377
MO017SKU129,2025-01-18,FAC002,SKU129,358
MO018SKU100,2025-01-19,FAC006,SKU100,451
MO018SKU101,2025-01-19,FAC005,SKU101,281
MO018SKU102,2025-01-19,FAC003,SKU102,474
MO018SKU103,2025-01-19,FAC004,SKU103,410
MO018SKU104,2025-01-19,FAC002,SKU104,280
MO018SKU105,2025-01-19,FAC006,SKU105,86
MO018SKU106,2025-01-19,FAC006,SKU106,253
MO018SKU107,2025-01-19,FAC002,SKU107,494
MO018SKU108,2025-01-19,FAC005,SKU108,379
MO018SKU109,2025-01-19,FAC005,SKU109,246
MO018SKU110,2025-01-19,FAC001,SKU110,402
MO018SKU111,2025-01-19,FAC002,SKU111,334
MO018SKU112,2025-01-19,FAC006,SKU112,141
MO018SKU113,2025-01-19,FAC002,SKU113,111
MO018SKU114,2025-01-19,FAC002,SKU114,367
MO018SKU115,2025-01-19,FAC004,SKU115,424
MO018SKU116,2025-01-19,FAC003,SKU116,413
MO018SKU117,2025-01-19,FAC001,SKU117,247
MO018SKU118,2025-01-19,FAC006,SKU118,399
MO018SKU119,2025-01-19,FAC002,SKU119,105
MO018SKU120,2025-01-19,FAC001,SKU120,203
MO018SKU121,2025-01-19,FAC002,SKU121,322
MO018SKU122,2025-01-19,FAC003,SKU122,499
MO018SKU123,2025-01-19,FAC005,SKU123,117
MO018SKU124,2025-01-19,FAC003,SKU124,132
MO018SKU125,2025-01-19,FAC005,SKU125,325
MO018SKU126,2025-01-19,FAC002,SKU126,366
MO018SKU127,2025-01-19,FAC002,SKU127,369
MO018SKU128,2025-01-19,FAC006,SKU128,146
MO018SKU129,2025-01-19,FAC002,SKU129,391
MO019SKU100,2025-01-20,FAC004,SKU100,174
MO019SKU101,2025-01-20,FAC004,SKU101,202
MO019SKU102,2025-01-20,FAC003,SKU102,307
MO019SKU103,2025-01-20,FAC001,SKU103,374
MO019SKU104,2025-01-20,FAC002,SKU104,397
MO019SKU105,2025-01-20,FAC003,SKU105,411
MO019SKU106,2025-01-20,FAC006,SKU106,316
MO019SKU107,2025-01-20,FAC006,SKU107,277
MO019SKU108,2025-01-20,FAC002,SKU108,225
MO019SKU109,2025-01-20,FAC004,SKU109,175
MO019SKU110,2025-01-20,FAC006,SKU110,405
MO019SKU111,2025-01-20,FAC006,SKU111,353
MO019SKU112,2025-01-20,FAC006,SKU112,219
MO019SKU113,2025-01-20,FAC001,SKU113,398
MO019SKU114,2025-01-20,FAC003,SKU114,292
MO019SKU115,2025-01-20,FAC005,SKU115,405
MO019SKU116,2025-01-20,FAC005,SKU116,327
MO019SKU117,2025-01-20,FAC005,SKU117,172
MO019SKU118,2025-01-20,FAC006,SKU118,156
MO019SKU119,2025-01-20,FAC005,SKU119,338
MO019SKU120,2025-01-20,FAC002,SKU120,506
MO019SKU121,2025-01-20,FAC001,SKU121,307
MO019SKU122,2025-01-20,FAC003,SKU122,342
MO019SKU123,2025-01-20,FAC001,SKU123,118
MO019SKU124,2025-01-20,FAC001,SKU124,198
MO019SKU125,2025-01-20,FAC005,SKU125,239
MO019SKU126,2025-01-20,FAC004,SKU126,97
MO019SKU127,2025-01-20,FAC002,SKU127,255
MO019SKU128,2025-01-20,FAC006,SKU128,414
MO019SKU129,2025-01-20,FAC004,SKU129,279
MO020SKU100,2025-01-21,FAC003,SKU100,90
MO020SKU101,2025-01-21,FAC004,SKU101,438
MO020SKU102,2025-01-21,FAC002,SKU102,283
MO020SKU103,2025-01-21,FAC002,SKU103,296
MO020SKU104,2025-01-21,FAC001,SKU104,482
MO020SKU105,2025-01-21,FAC001,SKU105,413
MO020SKU106,2025-01-21,FAC005,SKU106,167
MO020SKU107,2025-01-21,FAC006,SKU107,343
MO020SKU108,2025-01-21,FAC001,SKU108,109
MO020SKU109,2025-01-21,FAC002,SKU109,332
MO020SKU110,2025-01-21,FAC005,SKU110,475
MO020SKU111,2025-01-21,FAC006,SKU111,215
MO020SKU112,2025-01-21,FAC006,SKU112,275
MO020SKU113,2025-01-21,FAC002,SKU113,266
MO020SKU114,2025-01-21,FAC003,SKU114,343
MO020SKU115,2025-01-21,FAC005,SKU115,147
MO020SKU116,2025-01-21,FAC006,SKU116,479
MO020SKU117,2025-01-21,FAC001,SKU117,300
MO020SKU118,2025-01-21,FAC005,SKU118,409
MO020SKU119,2025-01-21,FAC002,SKU119,435
MO020SKU120,2025-01-21,FAC005,SKU120,282
MO020SKU121,2025-01-21,FAC003,SKU121,237
MO020SKU122,2025-01-21,FAC004,SKU122,480
MO020SKU123,2025-01-21,FAC004,SKU123,124
MO020SKU124,2025-01-21,FAC002,SKU124,347
MO020SKU125,2025-01-21,FAC001,SKU125,223
MO020SKU126,2025-01-21,FAC001,SKU126,324
MO020SKU127,2025-01-21,FAC001,SKU127,447
MO020SKU128,2025-01-21,FAC005,SKU128,255
MO020SKU129,2025-01-21,FAC005,SKU129,143
MO021SKU100,2025-01-22,FAC002,SKU100,441
MO021SKU101,2025-01-22,FAC003,SKU101,206
MO021SKU102,2025-01-22,FAC003,SKU102,317
MO021SKU103,2025-01-22,FAC004,SKU103,222
MO021SKU104,2025-01-22,FAC006,SKU104,140
MO021SKU105,2025-01-22,FAC002,SKU105,472
MO021SKU106,2025-01-22,FAC005,SKU106,275
MO021SKU107,2025-01-22,FAC001,SKU107,189
MO021SKU108,2025-01-22,FAC005,SKU108,389
MO021SKU109,2025-01-22,FAC002,SKU109,294
MO021SKU110,2025-01-22,FAC002,SKU110,208
MO021SKU111,2025-01-22,FAC006,SKU111,362
MO021SKU112,2025-01-22,FAC004,SKU112,237
MO021SKU113,2025-01-22,FAC004,SKU113,398
MO021SKU114,2025-01-22,FAC002,SKU114,443
MO021SKU115,2025-01-22,FAC002,SKU115,486
MO021SKU116,2025-01-22,FAC001,SKU116,370
MO021SKU117,2025-01-22,FAC001,SKU117,137
MO021SKU118,2025-01-22,FAC001,SKU118,504
MO021SKU119,2025-01-22,FAC002,SKU119,134
MO021SKU120,2025-01-22,FAC002,SKU120,454
MO021SKU121,2025-01-22,FAC005,SKU121,333
MO021SKU122,2025-01-22,FAC004,SKU122,443
MO021SKU123,2025-01-22,FAC005,SKU123,344
MO021SKU124,2025-01-22,FAC005,SKU124,316
MO021SKU125,2025-01-22,FAC003,SKU125,201
MO021SKU126,2025-01-22,FAC006,SKU126,344
MO021SKU127,2025-01-22,FAC002,SKU127,478
MO021SKU128,2025-01-22,FAC002,SKU128,121
MO021SKU129,2025-01-22,FAC003,SKU129,394
MO022SKU100,2025-01-23,FAC004,SKU100,257
MO022SKU101,2025-01-23,FAC002,SKU101,391
MO022SKU102,2025-01-23,FAC006,SKU102,365
MO022SKU103,2025-01-23,FAC001,SKU103,286
MO022SKU104,2025-01-23,FAC002,SKU104,343
MO022SKU105,2025-01-23,FAC004,SKU105,431
MO022SKU106,2025-01-23,FAC006,SKU106,142
MO022SKU107,2025-01-23,FAC005,SKU107,245
MO022SKU108,2025-01-23,FAC003,SKU108,77
MO022SKU109,2025-01-23,FAC006,SKU109,218
MO022SKU110,2025-01-23,FAC003,SKU110,273
MO022SKU111,2025-01-23,FAC004,SKU111,391
MO022SKU112,2025-01-23,FAC006,SKU112,344
MO022SKU113,2025-01-23,FAC006,SKU113,469
MO022SKU114,2025-01-23,FAC003,SKU114,319
MO022SKU115,2025-01-23,FAC001,SKU115,131
MO022SKU116,2025-01-23,FAC005,SKU116,394
MO022SKU117,2025-01-23,FAC006,SKU117,473
MO022SKU118,2025-01-23,FAC004,SKU118,475
MO022SKU119,2025-01-23,FAC004,SKU119,269
MO022SKU120,2025-01-23,FAC006,SKU120,179
MO022SKU121,2025-01-23,FAC003,SKU121,154
MO022SKU122,2025-01-23,FAC001,SKU122,203
MO022SKU123,2025-01-23,FAC006,SKU123,147
MO022SKU124,2025-01-23,FAC003,SKU124,444
MO022SKU125,2025-01-23,FAC003,SKU125,134
MO022SKU126,2025-01-23,FAC001,SKU126,252
MO022SKU127,2025-01-23,FAC004,SKU127,139
MO022SKU128,2025-01-23,FAC001,SKU128,345
MO022SKU129,2025-01-23,FAC001,SKU129,143
MO023SKU100,2025-01-24,FAC003,SKU100,163
MO023SKU101,2025-01-24,FAC002,SKU101,339
MO023SKU102,2025-01-24,FAC004,SKU102,251
MO023SKU103,2025-01-24,FAC002,SKU103,145
MO023SKU104,2025-01-24,FAC005,SKU104,392
MO023SKU105,2025-01-24,FAC003,SKU105,294
MO023SKU106,2025-01-24,FAC005,SKU106,286
MO023SKU107,2025-01-24,FAC004,SKU107,492
MO023SKU108,2025-01-24,FAC006,SKU108,318
MO023SKU109,2025-01-24,FAC005,SKU109,189
MO023SKU110,2025-01-24,FAC003,SKU110,426
MO023SKU111,2025-01-24,FAC003,SKU111,310
MO023SKU112,2025-01-24,FAC005,SKU112,465
MO023SKU113,2025-01-24,FAC003,SKU113,236
MO023SKU114,2025-01-24,FAC001,SKU114,521
MO023SKU115,2025-01-24,FAC005,SKU115,359
MO023SKU116,2025-01-24,FAC001,SKU116,469
MO023SKU117,2025-01-24,FAC006,SKU117,445
MO023SKU118,2025-01-24,FAC006,SKU118,288
MO023SKU119,2025-01-24,FAC004,SKU119,522
MO023SKU120,2025-01-24,FAC003,SKU120,330
MO023SKU121,2025-01-24,FAC006,SKU121,216
MO023SKU122,2025-01-24,FAC004,SKU122,502
MO023SKU123,2025-01-24,FAC005,SKU123,337
MO023SKU124,2025-01-24,FAC001,SKU124,464
MO023SKU125,2025-01-24,FAC005,SKU125,282
MO023SKU126,2025-01-24,FAC001,SKU126,435
MO023SKU127,2025-01-24,FAC003,SKU127,197
MO023SKU128,2025-01-24,FAC005,SKU128,432
MO023SKU129,2025-01-24,FAC003,SKU129,456
MO024SKU100,2025-01-25,FAC001,SKU100,167
MO024SKU101,2025-01-25,FAC001,SKU101,120
MO024SKU102,2025-01-25,FAC003,SKU102,454
MO024SKU103,2025-01-25,FAC005,SKU103,323
MO024SKU104,2025-01-25,FAC004,SKU104,284
MO024SKU105,2025-01-25,FAC001,SKU105,435
MO024SKU106,2025-01-25,FAC001,SKU106,83
MO024SKU107,2025-01-25,FAC006,SKU107,286
MO024SKU108,2025-01-25,FAC006,SKU108,159
MO024SKU109,2025-01-25,FAC002,SKU109,345
MO024SKU110,2025-01-25,FAC004,SKU110,360
MO024SKU111,2025-01-25,FAC002,SKU111,479
MO024SKU112,2025-01-25,FAC004,SKU112,388
MO024SKU113,2025-01-25,FAC002,SKU113,465
MO024SKU114,2025-01-25,FAC001,SKU114,408
MO024SKU115,2025-01-25,FAC006,SKU115,220
MO024SKU116,2025-01-25,FAC001,SKU116,518
MO024SKU117,2025-01-25,FAC003,SKU117,346
MO024SKU118,2025-01-25,FAC006,SKU118,349
MO024SKU119,2025-01-25,FAC006,SKU119,330
MO024SKU120,2025-01-25,FAC004,SKU120,402
MO024SKU121,2025-01-25,FAC004,SKU121,157
MO024SKU122,2025-01-25,FAC006,SKU122,199
MO024SKU123,2025-01-25,FAC005,SKU123,217
MO024SKU124,2025-01-25,FAC001,SKU124,419
MO024SKU125,2025-01-25,FAC003,SKU125,260
MO024SKU126,2025-01-25,FAC004,SKU126,170
MO024SKU127,2025-01-25,FAC004,SKU127,141
MO024SKU128,2025-01-25,FAC006,SKU128,367
MO024SKU129,2025-01-25,FAC002,SKU129,425
MO025SKU100,2025-01-26,FAC005,SKU100,509
MO025SKU101,2025-01-26,FAC006,SKU101,425
MO025SKU102,2025-01-26,FAC004,SKU102,303
MO025SKU103,2025-01-26,FAC001,SKU103,195
MO025SKU104,2025-01-26,FAC001,SKU104,466
MO025SKU105,2025-01-26,FAC002,SKU105,224
MO025SKU106,2025-01-26,FAC004,SKU106,329
MO025SKU107,2025-01-26,FAC001,SKU107,338
MO025SKU108,2025-01-26,FAC003,SKU108,490
MO025SKU109,2025-01-26,FAC006,SKU109,475
MO025SKU110,2025-01-26,FAC004,SKU110,345
MO025SKU111,2025-01-26,FAC002,SKU111,455
MO025SKU112,2025-01-26,FAC003,SKU112,131
MO025SKU113,2025-01-26,FAC001,SKU113,527
MO025SKU114,2025-01-26,FAC006,SKU114,512
MO025SKU115,2025-01-26,FAC006,SKU115,451
MO025SKU116,2025-01-26,FAC005,SKU116,391
MO025SKU117,2025-01-26,FAC002,SKU117,512
MO025SKU118,2025-01-26,FAC005,SKU118,107
MO025SKU119,2025-01-26,FAC003,SKU119,410
MO025SKU120,2025-01-26,FAC003,SKU120,269
MO025SKU121,2025-01-26,FAC006,SKU121,375
MO025SKU122,2025-01-26,FAC004,SKU122,166
MO025SKU123,2025-01-26,FAC006,SKU123,98
MO025SKU124,2025-01-26,FAC002,SKU124,428
MO025SKU125,2025-01-26,FAC002,SKU125,472
MO025SKU126,2025-01-26,FAC002,SKU126,442
MO025SKU127,2025-01-26,FAC004,SKU127,407
MO025SKU128,2025-01-26,FAC001,SKU128,316
MO025SKU129,2025-01-26,FAC006,SKU129,382
MO026SKU100,2025-01-27,FAC002,SKU100,202
MO026SKU101,2025-01-27,FAC003,SKU101,218
MO026SKU102,2025-01-27,FAC005,SKU102,394
MO026SKU103,2025-01-27,FAC006,SKU103,356
MO026SKU104,2025-01-27,FAC006,SKU104,134
MO026SKU105,2025-01-27,FAC002,SKU105,323
MO026SKU106,2025-01-27,FAC004,SKU106,305
MO026SKU107,2025-01-27,FAC006,SKU107,431
MO026SKU108,2025-01-27,FAC003,SKU108,146
MO026SKU109,2025-01-27,FAC001,SKU109,418
MO026SKU110,2025-01-27,FAC002,SKU110,403
MO026SKU111,2025-01-27,FAC006,SKU111,306
MO026SKU112,2025-01-27,FAC006,SKU112,451
MO026SKU113,2025-01-27,FAC002,SKU113,450
MO026SKU114,2025-01-27,FAC002,SKU114,132
MO026SKU115,2025-01-27,FAC001,SKU115,452
MO026SKU116,2025-01-27,FAC004,SKU116,279
MO026SKU117,2025-01-27,FAC002,SKU117,151
MO026SKU118,2025-01-27,FAC001,SKU118,111
MO026SKU119,2025-01-27,FAC003,SKU119,228
MO026SKU120,2025-01-27,FAC002,SKU120,296
MO026SKU121,2025-01-27,FAC005,SKU121,442
MO026SKU122,2025-01-27,FAC002,SKU122,92
MO026SKU123,2025-01-27,FAC006,SKU123,286
MO026SKU124,2025-01-27,FAC005,SKU124,180
MO026SKU125,2025-01-27,FAC001,SKU125,343
MO026SKU126,2025-01-27,FAC001,SKU126,148
MO026SKU127,2025-01-27,FAC004,SKU127,453
MO026SKU128,2025-01-27,FAC003,SKU128,506
MO026SKU129,2025-01-27,FAC005,SKU129,141
MO027SKU100,2025-01-28,FAC002,SKU100,344
MO027SKU101,2025-01-28,FAC005,SKU101,442
MO027SKU102,2025-01-28,FAC003,SKU102,74
MO027SKU103,2025-01-28,FAC005,SKU103,284
MO027SKU104,2025-01-28,FAC002,SKU104,295
MO027SKU105,2025-01-28,FAC001,SKU105,302
MO027SKU106,2025-01-28,FAC003,SKU106,373
MO027SKU107,2025-01-28,FAC004,SKU107,112
MO027SKU108,2025-01-28,FAC005,SKU108,255
MO027SKU109,2025-01-28,FAC004,SKU109,277
MO027SKU110,2025-01-28,FAC005,SKU110,396
MO027SKU111,2025-01-28,FAC001,SKU111,234
MO027SKU112,2025-01-28,FAC002,SKU112,198
MO027SKU113,2025-01-28,FAC006,SKU113,275
MO027SKU114,2025-01-28,FAC001,SKU114,411
MO027SKU115,2025-01-28,FAC002,SKU115,420
MO027SKU116,2025-01-28,FAC004,SKU116,192
MO027SKU117,2025-01-28,FAC001,SKU117,311
MO027SKU118,2025-01-28,FAC006,SKU118,412
MO027SKU119,2025-01-28,FAC002,SKU119,165
MO027SKU120,2025-01-28,FAC003,SKU120,98
MO027SKU121,2025-01-28,FAC006,SKU121,340
MO027SKU122,2025-01-28,FAC006,SKU122,194
MO027SKU123,2025-01-28,FAC001,SKU123,246
MO027SKU124,2025-01-28,FAC004,SKU124,92
MO027SKU125,2025-01-28,FAC006,SKU125,364
MO027SKU126,2025-01-28,FAC004,SKU126,413
MO027SKU127,2025-01-28,FAC005,SKU127,254
MO027SKU128,2025-01-28,FAC001,SKU128,305
MO027SKU129,2025-01-28,FAC001,SKU129,367
MO028SKU100,2025-01-29,FAC004,SKU100,232
MO028SKU101,2025-01-29,FAC001,SKU101,464
MO028SKU102,2025-01-29,FAC006,SKU102,307
MO028SKU103,2025-01-29,FAC005,SKU103,88
MO028SKU104,2025-01-29,FAC004,SKU104,320
MO028SKU105,2025-01-29,FAC003,SKU105,224
MO028SKU106,2025-01-29,FAC001,SKU106,127
MO028SKU107,2025-01-29,FAC003,SKU107,209
MO028SKU108,2025-01-29,FAC003,SKU108,415
MO028SKU109,2025-01-29,FAC002,SKU109,358
MO028SKU110,2025-01-29,FAC002,SKU110,348
MO028SKU111,2025-01-29,FAC001,SKU111,77
MO028SKU112,2025-01-29,FAC006,SKU112,393
MO028SKU113,2025-01-29,FAC001,SKU113,112
MO028SKU114,2025-01-29,FAC006,SKU114,442
MO028SKU115,2025-01-29,FAC005,SKU115,232
MO028SKU116,2025-01-29,FAC001,SKU116,283
MO028SKU117,2025-01-29,FAC001,SKU117,482
MO028SKU118,2025-01-29,FAC005,SKU118,204
MO028SKU119,2025-01-29,FAC004,SKU119,465
MO028SKU120,2025-01-29,FAC005,SKU120,111
MO028SKU121,2025-01-29,FAC001,SKU121,423
MO028SKU122,2025-01-29,FAC006,SKU122,358
MO028SKU123,2025-01-29,FAC003,SKU123,240
MO028SKU124,2025-01-29,FAC006,SKU124,490
MO028SKU125,2025-01-29,FAC002,SKU125,226
MO028SKU126,2025-01-29,FAC005,SKU126,169
MO028SKU127,2025-01-29,FAC004,SKU127,168
MO028SKU128,2025-01-29,FAC005,SKU128,242
MO028SKU129,2025-01-29,FAC003,SKU129,483
MO029SKU100,2025-01-30,FAC003,SKU100,338
MO029SKU101,2025-01-30,FAC001,SKU101,539
MO029SKU102,2025-01-30,FAC005,SKU102,314
MO029SKU103,2025-01-30,FAC004,SKU103,347
MO029SKU104,2025-01-30,FAC001,SKU104,471
MO029SKU105,2025-01-30,FAC002,SKU105,99
MO029SKU106,2025-01-30,FAC003,SKU106,204
MO029SKU107,2025-01-30,FAC001,SKU107,419
MO029SKU108,2025-01-30,FAC001,SKU108,361
MO029SKU109,2025-01-30,FAC006,SKU109,121
MO029SKU110,2025-01-30,FAC003,SKU110,481
MO029SKU111,2025-01-30,FAC001,SKU111,91
MO029SKU112,2025-01-30,FAC006,SKU112,378
MO029SKU113,2025-01-30,FAC006,SKU113,341
MO029SKU114,2025-01-30,FAC002,SKU114,165
MO029SKU115,2025-01-30,FAC002,SKU115,205
MO029SKU116,2025-01-30,FAC002,SKU116,415
MO029SKU117,2025-01-30,FAC005,SKU117,241
MO029SKU118,2025-01-30,FAC004,SKU118,99
MO029SKU119,2025-01-30,FAC005,SKU119,289
MO029SKU120,2025-01-30,FAC005,SKU120,432
MO029SKU121,2025-01-30,FAC006,SKU121,91
MO029SKU122,2025-01-30,FAC004,SKU122,327
MO029SKU123,2025-01-30,FAC004,SKU123,366
MO029SKU124,2025-01-30,FAC005,SKU124,166
MO029SKU125,2025-01-30,FAC003,SKU125,78
MO029SKU126,2025-01-30,FAC005,SKU126,496
MO029SKU127,2025-01-30,FAC002,SKU127,462
MO029SKU128,2025-01-30,FAC002,SKU128,128
MO029SKU129,2025-01-30,FAC006,SKU129,336
MO030SKU100,2025-01-31,FAC005,SKU100,410
MO030SKU101,2025-01-31,FAC004,SKU101,190
MO030SKU102,2025-01-31,FAC001,SKU102,223
MO030SKU103,2025-01-31,FAC002,SKU103,89
MO030SKU104,2025-01-31,FAC003,SKU104,387
MO030SKU105,2025-01-31,FAC002,SKU105,395
MO030SKU106,2025-01-31,FAC003,SKU106,430
MO030SKU107,2025-01-31,FAC006,SKU107,129
MO030SKU108,2025-01-31,FAC005,SKU108,187
MO030SKU109,2025-01-31,FAC003,SKU109,291
MO030SKU110,2025-01-31,FAC001,SKU110,420
MO030SKU111,2025-01-31,FAC002,SKU111,260
MO030SKU112,2025-01-31,FAC004,SKU112,324
MO030SKU113,2025-01-31,FAC005,SKU113,266
MO030SKU114,2025-01-31,FAC002,SKU114,416
MO030SKU115,2025-01-31,FAC004,SKU115,380
MO030SKU116,2025-01-31,FAC002,SKU116,446
MO030SKU117,2025-01-31,FAC006,SKU117,493
MO030SKU118,2025-01-31,FAC005,SKU118,355
MO030SKU119,2025-01-31,FAC005,SKU119,167
MO030SKU120,2025-01-31,FAC004,SKU120,396
MO030SKU121,2025-01-31,FAC002,SKU121,251
MO030SKU122,2025-01-31,FAC001,SKU122,275
MO030SKU123,2025-01-31,FAC006,SKU123,478
MO030SKU124,2025-01-31,FAC003,SKU124,244
MO030SKU125,2025-01-31,FAC003,SKU125,203
MO030SKU126,2025-01-31,FAC001,SKU126,465
MO030SKU127,2025-01-31,FAC004,SKU127,267
MO030SKU128,2025-01-31,FAC004,SKU128,293
MO030SKU129,2025-01-31,FAC004,SKU129,389
MO031SKU100,2025-02-01,FAC005,SKU100,202
MO031SKU101,2025-02-01,FAC005,SKU101,164
MO031SKU102,2025-02-01,FAC004,SKU102,367
MO031SKU103,2025-02-01,FAC004,SKU103,404
MO031SKU104,2025-02-01,FAC002,SKU104,99
MO031SKU105,2025-02-01,FAC006,SKU105,328
MO031SKU106,2025-02-01,FAC006,SKU106,451
MO031SKU107,2025-02-01,FAC001,SKU107,237
MO031SKU108,2025-02-01,FAC004,SKU108,361
MO031SKU109,2025-02-01,FAC004,SKU109,92
MO031SKU110,2025-02-01,FAC006,SKU110,248
MO031SKU111,2025-02-01,FAC001,SKU111,318
MO031SKU112,2025-02-01,FAC001,SKU112,177
MO031SKU113,2025-02-01,FAC004,SKU113,149
MO031SKU114,2025-02-01,FAC003,SKU114,315
MO031SKU115,2025-02-01,FAC002,SKU115,411
MO031SKU116,2025-02-01,FAC004,SKU116,257
MO031SKU117,2025-02-01,FAC003,SKU117,208
MO031SKU118,2025-02-01,FAC002,SKU118,245
MO031SKU119,2025-02-01,FAC001,SKU119,458
MO031SKU120,2025-02-01,FAC004,SKU120,284
MO031SKU121,2025-02-01,FAC001,SKU121,414
MO031SKU122,2025-02-01,FAC004,SKU122,292
MO031SKU123,2025-02-01,FAC004,SKU123,447
MO031SKU124,2025-02-01,FAC001,SKU124,205
MO031SKU125,2025-02-01,FAC005,SKU125,482
MO031SKU126,2025-02-01,FAC006,SKU126,363
MO031SKU127,2025-02-01,FAC004,SKU127,146
MO031SKU128,2025-02-01,FAC002,SKU128,153
MO031SKU129,2025-02-01,FAC006,SKU129,108
MO032SKU100,2025-02-02,FAC005,SKU100,103
MO032SKU101,2025-02-02,FAC001,SKU101,353
MO032SKU102,2025-02-02,FAC005,SKU102,173
MO032SKU103,2025-02-02,FAC001,SKU103,507
MO032SKU104,2025-02-02,FAC001,SKU104,164
MO032SKU105,2025-02-02,FAC003,SKU105,262
MO032SKU106,2025-02-02,FAC006,SKU106,301
MO032SKU107,2025-02-02,FAC001,SKU107,363
MO032SKU108,2025-02-02,FAC005,SKU108,239
MO032SKU109,2025-02-02,FAC001,SKU109,433
MO032SKU110,2025-02-02,FAC001,SKU110,276
MO032SKU111,2025-02-02,FAC003,SKU111,304
MO032SKU112,2025-02-02,FAC003,SKU112,251
MO032SKU113,2025-02-02,FAC006,SKU113,246
MO032SKU114,2025-02-02,FAC002,SKU114,118
MO032SKU115,2025-02-02,FAC004,SKU115,262
MO032SKU116,2025-02-02,FAC004,SKU116,262
MO032SKU117,2025-02-02,FAC004,SKU117,403
MO032SKU118,2025-02-02,FAC005,SKU118,323
MO032SKU119,2025-02-02,FAC005,SKU119,301
MO032SKU120,2025-02-02,FAC006,SKU120,173
MO032SKU121,2025-02-02,FAC005,SKU121,322
MO032SKU122,2025-02-02,FAC002,SKU122,407
MO032SKU123,2025-02-02,FAC002,SKU123,164
MO032SKU124,2025-02-02,FAC003,SKU124,338
MO032SKU125,2025-02-02,FAC004,SKU125,193
MO032SKU126,2025-02-02,FAC001,SKU126,306
MO032SKU127,2025-02-02,FAC004,SKU127,113
MO032SKU128,2025-02-02,FAC004,SKU128,325
MO032SKU129,2025-02-02,FAC002,SKU129,395
MO033SKU100,2025-02-03,FAC005,SKU100,198
MO033SKU101,2025-02-03,FAC006,SKU101,459
MO033SKU102,2025-02-03,FAC006,SKU102,313
MO033SKU103,2025-02-03,FAC002,SKU103,383
MO033SKU104,2025-02-03,FAC003,SKU104,416
MO033SKU105,2025-02-03,FAC004,SKU105,480
MO033SKU106,2025-02-03,FAC004,SKU106,268
MO033SKU107,2025-02-03,FAC006,SKU107,204
MO033SKU108,2025-02-03,FAC001,SKU108,379
MO033SKU109,2025-02-03,FAC003,SKU109,356
MO033SKU110,2025-02-03,FAC003,SKU110,410
MO033SKU111,2025-02-03,FAC001,SKU111,431
MO033SKU112,2025-02-03,FAC003,SKU112,217
MO033SKU113,2025-02-03,FAC006,SKU113,414
MO033SKU114,2025-02-03,FAC002,SKU114,213
MO033SKU115,2025-02-03,FAC005,SKU115,114
MO033SKU116,2025-02-03,FAC002,SKU116,444
MO033SKU117,2025-02-03,FAC003,SKU117,89
MO033SKU118,2025-02-03,FAC006,SKU118,276
MO033SKU119,2025-02-03,FAC005,SKU119,410
MO033SKU120,2025-02-03,FAC006,SKU120,171
MO033SKU121,2025-02-03,FAC004,SKU121,469
MO033SKU122,2025-02-03,FAC003,SKU122,457
MO033SKU123,2025-02-03,FAC005,SKU123,158
MO033SKU124,2025-02-03,FAC002,SKU124,257
MO033SKU125,2025-02-03,FAC005,SKU125,240
MO033SKU126,2025-02-03,FAC003,SKU126,194
MO033SKU127,2025-02-03,FAC002,SKU127,152
MO033SKU128,2025-02-03,FAC003,SKU128,240
MO033SKU129,2025-02-03,FAC004,SKU129,247
MO034SKU100,2025-02-04,FAC003,SKU100,156
MO034SKU101,2025-02-04,FAC004,SKU101,360
MO034SKU102,2025-02-04,FAC002,SKU102,270
MO034SKU103,2025-02-04,FAC006,SKU103,112
MO034SKU104,2025-02-04,FAC001,SKU104,248
MO034SKU105,2025-02-04,FAC002,SKU105,236
MO034SKU106,2025-02-04,FAC001,SKU106,459
MO034SKU107,2025-02-04,FAC004,SKU107,399
MO034SKU108,2025-02-04,FAC004,SKU108,279
MO034SKU109,2025-02-04,FAC006,SKU109,102
MO034SKU110,2025-02-04,FAC005,SKU110,79
MO034SKU111,2025-02-04,FAC006,SKU111,115
MO034SKU112,2025-02-04,FAC003,SKU112,206
