ShipmentID,Origin,Destination,Mode,LeadTimeDays,Status,ShipDate,SKUID,Qty,ArrivalDate
SHP000277,Ho Chi Minh City,Mumbai,Sea,23,Delayed,2025-06-30,SKU110,125,2025-07-23
SHP000278,Chennai,Johannesburg,Air,15,Delivered,2025-09-15,SKU116,122,2025-09-30
SHP000279,Ho Chi Minh City,Rotterdam,Sea,11,In Transit,2025-01-19,SKU125,112,2025-01-30
SHP000280,Zhengzhou,Sydney,Air,25,Delayed,2025-03-31,SKU115,128,2025-04-25
SHP000281,Ho Chi Minh City,Johannesburg,Air,8,Delivered,2025-08-14,SKU107,165,2025-08-22
SHP000282,Bangkok,Sao Paulo,Air,23,Delivered,2025-09-07,SKU117,172,2025-09-30
SHP000283,Noida,Sao Paulo,Road,11,Delayed,2025-09-03,SKU101,206,2025-09-14
SHP000284,Chennai,Mumbai,Sea,4,Delayed,2025-04-03,SKU101,114,2025-04-07
SHP000285,Noida,Chicago,Sea,6,Delivered,2025-07-06,SKU101,230,2025-07-12
SHP000286,Ho Chi Minh City,Rotterdam,Road,9,In Transit,2025-04-05,SKU114,169,2025-04-14
SHP000287,Zhengzhou,Chicago,Road,21,Delivered,2025-06-28,SKU129,189,2025-07-19
SHP000288,Ho Chi Minh City,Sao Paulo,Sea,19,Delayed,2025-10-24,SKU103,102,2025-11-12
SHP000289,Chennai,Sao Paulo,Road,8,Delayed,2025-01-13,SKU107,112,2025-01-21
SHP000290,Noida,Sao Paulo,Road,18,Delivered,2025-12-03,SKU128,213,2025-12-21
SHP000291,Bangkok,Johannesburg,Sea,22,Delivered,2025-02-05,SKU117,116,2025-02-27
SHP000292,Noida,Mumbai,Road,10,Delivered,2025-09-16,SKU125,194,2025-09-26
SHP000293,Chennai,Chicago,Road,13,In Transit,2025-09-17,SKU115,222,2025-09-30
SHP000294,Noida,Dubai,Road,4,Delayed,2025-12-20,SKU125,189,2025-12-24
SHP000295,Bangkok,Singapore,Road,10,In Transit,2025-08-27,SKU118,173,2025-09-06
SHP000296,Noida,Sydney,Sea,15,In Transit,2025-02-09,SKU127,148,2025-02-24
SHP000297,Chennai,Rotterdam,Sea,9,In Transit,2025-04-19,SKU109,126,2025-04-28
SHP000298,Chennai,Rotterdam,Sea,19,In Transit,2025-11-26,SKU105,160,2025-12-15
SHP000299,Chennai,Chicago,Sea,23,In Transit,2025-07-08,SKU115,160,2025-07-31
SHP000300,Zhengzhou,Rotterdam,Air,15,In Transit,2025-02-27,SKU122,97,2025-03-14
SHP000301,Zhengzhou,Chicago,Sea,13,In Transit,2025-09-20,SKU117,132,2025-10-03
SHP000302,Noida,Chicago,Sea,4,Delayed,2025-03-30,SKU115,112,2025-04-03
SHP000303,Zhengzhou,Rotterdam,Sea,21,In Transit,2025-05-16,SKU125,167,2025-06-06
SHP000304,Bangkok,Mumbai,Air,17,Delayed,2025-05-28,SKU120,100,2025-06-14
SHP000305,Bangkok,Rotterdam,Sea,3,In Transit,2025-08-15,SKU123,140,2025-08-18
SHP000306,Noida,Dubai,Road,10,In Transit,2025-05-05,SKU107,187,2025-05-15
SHP000307,Shenzhen,Rotterdam,Air,20,Delayed,2025-12-30,SKU110,206,2026-01-19
SHP000308,Noida,Sydney,Sea,2,Delivered,2025-12-17,SKU112,182,2025-12-19
SHP000309,Ho Chi Minh City,Chicago,Air,20,Delivered,2025-03-22,SKU119,137,2025-04-11
SHP000310,Chennai,Sydney,Road,21,In Transit,2025-04-05,SKU110,168,2025-04-26
SHP000311,Zhengzhou,Rotterdam,Air,16,Delayed,2025-08-26,SKU104,206,2025-09-11
SHP000312,Ho Chi Minh City,Sydney,Sea,21,In Transit,2025-06-24,SKU124,200,2025-07-15
SHP000313,Bangkok,Sao Paulo,Sea,8,In Transit,2025-09-01,SKU107,117,2025-09-09
SHP000314,Zhengzhou,Dubai,Air,6,Delivered,2025-11-03,SKU100,149,2025-11-09
SHP000315,Bangkok,Sao Paulo,Air,18,Delayed,2025-12-03,SKU124,206,2025-12-21
SHP000316,Zhengzhou,Singapore,Air,4,Delivered,2025-08-31,SKU120,109,2025-09-04
SHP000317,Zhengzhou,Rotterdam,Sea,5,In Transit,2025-05-31,SKU102,141,2025-06-05
SHP000318,Zhengzhou,Rotterdam,Road,21,Delivered,2025-12-12,SKU103,162,2026-01-02
SHP000319,Bangkok,Sydney,Sea,14,In Transit,2025-12-31,SKU115,111,2026-01-14
SHP000320,Chennai,Mumbai,Air,17,Delayed,2025-04-15,SKU107,110,2025-05-02
SHP000321,Shenzhen,Sydney,Sea,4,In Transit,2025-07-02,SKU111,215,2025-07-06
SHP000322,Zhengzhou,Rotterdam,Sea,17,Delivered,2025-12-30,SKU122,216,2026-01-16
SHP000323,Ho Chi Minh City,Dubai,Air,14,Delayed,2025-08-10,SKU121,107,2025-08-24
SHP000324,Zhengzhou,Sao Paulo,Road,11,Delayed,2025-09-04,SKU107,226,2025-09-15
SHP000325,Shenzhen,Sao Paulo,Sea,15,Delivered,2025-06-17,SKU122,137,2025-07-02
SHP000326,Ho Chi Minh City,Sao Paulo,Road,5,Delivered,2025-04-13,SKU115,223,2025-04-18
SHP000327,Chennai,Johannesburg,Sea,25,In Transit,2025-01-08,SKU114,124,2025-02-02
SHP000328,Chennai,Chicago,Road,4,Delivered,2025-03-08,SKU104,220,2025-03-12
SHP000329,Shenzhen,Chicago,Road,22,In Transit,2025-10-09,SKU127,178,2025-10-31
SHP000330,Chennai,Chicago,Road,12,Delivered,2025-07-10,SKU127,198,2025-07-22
SHP000331,Chennai,Chicago,Road,15,Delayed,2025-09-13,SKU126,202,2025-09-28
SHP000332,Ho Chi Minh City,Dubai,Air,3,In Transit,2025-02-23,SKU101,174,2025-02-26
SHP000333,Ho Chi Minh City,Mumbai,Air,10,Delayed,2025-07-02,SKU128,152,2025-07-12
SHP000334,Ho Chi Minh City,Sydney,Air,10,Delivered,2025-12-17,SKU120,131,2025-12-27
SHP000335,Bangkok,Chicago,Sea,9,In Transit,2025-07-20,SKU102,135,2025-07-29
SHP000336,Shenzhen,Singapore,Sea,5,In Transit,2025-02-07,SKU118,122,2025-02-12
SHP000337,Zhengzhou,Sao Paulo,Road,12,In Transit,2025-08-07,SKU118,134,2025-08-19
SHP000338,Bangkok,Dubai,Road,3,Delayed,2025-06-03,SKU101,216,2025-06-06
SHP000339,Shenzhen,Chicago,Sea,13,Delayed,2025-06-12,SKU123,168,2025-06-25
SHP000340,Bangkok,Sao Paulo,Road,24,Delayed,2025-03-14,SKU109,127,2025-04-07
SHP000341,Ho Chi Minh City,Johannesburg,Air,2,Delayed,2025-11-14,SKU122,102,2025-11-16
SHP000342,Noida,Rotterdam,Air,13,In Transit,2025-01-09,SKU121,222,2025-01-22
SHP000343,Ho Chi Minh City,Mumbai,Air,3,Delayed,2025-12-21,SKU123,212,2025-12-24
SHP000344,Zhengzhou,Mumbai,Road,10,In Transit,2025-01-09,SKU127,140,2025-01-19
SHP000345,Noida,Mumbai,Sea,2,Delivered,2025-12-16,SKU126,149,2025-12-18
SHP000346,Chennai,Rotterdam,Road,23,In Transit,2025-01-09,SKU121,100,2025-02-01
SHP000347,Zhengzhou,Dubai,Sea,16,Delayed,2025-10-21,SKU109,121,2025-11-06
SHP000348,Zhengzhou,Rotterdam,Road,21,In Transit,2025-01-13,SKU106,207,2025-02-03
SHP000349,Bangkok,Rotterdam,Road,10,Delivered,2025-07-20,SKU123,163,2025-07-30
SHP000350,Bangkok,Singapore,Air,5,In Transit,2025-10-23,SKU120,135,2025-10-28
SHP000351,Shenzhen,Sydney,Sea,5,Delayed,2025-05-22,SKU104,95,2025-05-27
SHP000352,Ho Chi Minh City,Rotterdam,Sea,12,In Transit,2025-12-15,SKU122,118,2025-12-27
SHP000353,Bangkok,Chicago,Road,22,In Transit,2025-01-17,SKU123,99,2025-02-08
SHP000354,Noida,Johannesburg,Road,18,In Transit,2025-03-25,SKU113,200,2025-04-12
SHP000355,Bangkok,Mumbai,Road,19,In Transit,2025-05-09,SKU115,179,2025-05-28
SHP000356,Noida,Rotterdam,Road,5,In Transit,2025-01-21,SKU116,188,2025-01-26
SHP000357,Bangkok,Sao Paulo,Sea,16,Delivered,2025-08-05,SKU113,97,2025-08-21
SHP000358,Chennai,Dubai,Road,12,Delivered,2025-04-27,SKU103,152,2025-05-09
SHP000359,Noida,Dubai,Sea,15,Delivered,2025-10-08,SKU128,117,2025-10-23
SHP000360,Ho Chi Minh City,Singapore,Road,2,Delayed,2025-11-17,SKU112,139,2025-11-19
SHP000361,Noida,Johannesburg,Road,4,Delayed,2025-12-24,SKU103,188,2025-12-28
SHP000362,Zhengzhou,Chicago,Road,20,Delivered,2025-09-20,SKU103,98,2025-10-10
SHP000363,Noida,Rotterdam,Road,18,Delivered,2025-06-21,SKU125,169,2025-07-09
SHP000364,Shenzhen,Sao Paulo,Air,10,In Transit,2025-09-05,SKU106,155,2025-09-15
SHP000365,Zhengzhou,Singapore,Road,5,Delivered,2025-08-13,SKU103,114,2025-08-18
SHP000366,Noida,Singapore,Road,23,In Transit,2025-01-25,SKU105,163,2025-02-17
SHP000367,Zhengzhou,Sao Paulo,Sea,3,Delivered,2025-08-19,SKU102,165,2025-08-22
SHP000368,Shenzhen,Sao Paulo,Road,14,Delayed,2025-04-13,SKU115,104,2025-04-27
SHP000369,Noida,Mumbai,Road,12,Delayed,2025-04-13,SKU114,169,2025-04-25
SHP000370,Ho Chi Minh City,Dubai,Road,10,In Transit,2025-03-09,SKU121,177,2025-03-19
SHP000371,Zhengzhou,Chicago,Road,22,Delivered,2025-06-27,SKU102,128,2025-07-19
SHP000372,Ho Chi Minh City,Singapore,Air,14,Delayed,2025-01-28,SKU118,134,2025-02-11
SHP000373,Chennai,Chicago,Road,6,Delivered,2025-09-24,SKU123,171,2025-09-30
SHP000374,Ho Chi Minh City,Dubai,Sea,2,Delivered,2025-10-01,SKU125,159,2025-10-03
SHP000375,Zhengzhou,Chicago,Sea,24,Delayed,2025-09-04,SKU113,114,2025-09-28
SHP000376,Bangkok,Sydney,Sea,3,Delayed,2025-03-02,SKU104,156,2025-03-05
SHP000377,Ho Chi Minh City,Mumbai,Air,24,Delivered,2025-10-09,SKU123,210,2025-11-02
SHP000378,Zhengzhou,Sydney,Road,25,In Transit,2025-03-08,SKU109,148,2025-04-02
SHP000379,Bangkok,Sao Paulo,Sea,21,In Transit,2025-04-14,SKU109,175,2025-05-05
SHP000380,Ho Chi Minh City,Rotterdam,Air,2,Delayed,2025-12-26,SKU101,151,2025-12-28
SHP000381,Noida,Mumbai,Road,7,Delayed,2025-07-09,SKU107,129,2025-07-16
SHP000382,Chennai,Mumbai,Air,9,Delivered,2025-04-09,SKU124,133,2025-04-18
SHP000383,Noida,Chicago,Road,17,Delivered,2025-08-24,SKU118,162,2025-09-10
SHP000384,Zhengzhou,Johannesburg,Air,20,Delivered,2025-10-24,SKU121,132,2025-11-13
SHP000385,Noida,Sydney,Air,7,In Transit,2025-11-09,SKU116,192,2025-11-16
SHP000386,Zhengzhou,Sao Paulo,Road,3,In Transit,2025-06-06,SKU125,183,2025-06-09
SHP000387,Shenzhen,Sydney,Sea,25,In Transit,2025-07-18,SKU105,163,2025-08-12
SHP000388,Zhengzhou,Mumbai,Sea,2,Delayed,2025-06-14,SKU123,224,2025-06-16
SHP000389,Noida,Sao Paulo,Sea,22,In Transit,2025-02-06,SKU111,169,2025-02-28
SHP000390,Ho Chi Minh City,Sydney,Air,17,In Transit,2025-11-07,SKU111,226,2025-11-24
SHP000391,Shenzhen,Chicago,Road,16,Delivered,2025-07-19,SKU118,163,2025-08-04
SHP000392,Ho Chi Minh City,Johannesburg,Road,5,Delivered,2025-04-29,SKU101,198,2025-05-04
SHP000393,Zhengzhou,Rotterdam,Sea,22,In Transit,2025-07-03,SKU115,117,2025-07-25
SHP000394,Zhengzhou,Chicago,Sea,15,Delayed,2025-07-27,SKU102,144,2025-08-11
SHP000395,Zhengzhou,Mumbai,Sea,19,Delivered,2025-01-16,SKU121,217,2025-02-04
SHP000396,Zhengzhou,Dubai,Road,14,In Transit,2025-10-27,SKU110,200,2025-11-10
SHP000397,Ho Chi Minh City,Sydney,Sea,14,Delayed,2025-05-14,SKU103,137,2025-05-28
SHP000398,Ho Chi Minh City,Rotterdam,Air,5,Delivered,2025-05-09,SKU117,150,2025-05-14
SHP000399,Zhengzhou,Rotterdam,Air,13,Delayed,2025-11-02,SKU102,147,2025-11-15
SHP000400,Noida,Chicago,Sea,5,In Transit,2025-09-29,SKU126,155,2025-10-04
SHP000401,Bangkok,Sydney,Air,7,In Transit,2025-02-11,SKU113,164,2025-02-18
SHP000402,Shenzhen,Johannesburg,Air,7,Delayed,2025-02-11,SKU108,157,2025-02-18
SHP000403,Chennai,Johannesburg,Air,21,Delivered,2025-10-25,SKU123,205,2025-11-15
SHP000404,Shenzhen,Dubai,Sea,10,In Transit,2025-05-27,SKU123,106,2025-06-06
SHP000405,Chennai,Singapore,Road,6,In Transit,2025-06-13,SKU103,195,2025-06-19
SHP000406,Noida,Rotterdam,Air,23,In Transit,2025-10-20,SKU119,110,2025-11-12
SHP000407,Zhengzhou,Johannesburg,Air,14,Delayed,2025-08-29,SKU125,210,2025-09-12
SHP000408,Noida,Johannesburg,Sea,13,Delivered,2025-11-28,SKU121,123,2025-12-11
SHP000409,Bangkok,Chicago,Road,25,Delivered,2025-01-25,SKU102,170,2025-02-19
SHP000410,Chennai,Sao Paulo,Sea,9,Delivered,2025-05-21,SKU119,112,2025-05-30
SHP000411,Noida,Singapore,Air,7,In Transit,2025-06-01,SKU104,148,2025-06-08
SHP000412,Zhengzhou,Singapore,Road,11,In Transit,2025-08-18,SKU109,111,2025-08-29
SHP000413,Ho Chi Minh City,Dubai,Road,4,Delivered,2025-01-08,SKU126,159,2025-01-12
SHP000414,Chennai,Singapore,Road,25,In Transit,2025-09-25,SKU125,208,2025-10-20
SHP000415,Chennai,Rotterdam,Air,15,Delayed,2025-02-06,SKU117,199,2025-02-21
SHP000416,Bangkok,Sydney,Air,2,Delivered,2025-02-08,SKU106,128,2025-02-10
SHP000417,Chennai,Dubai,Road,24,Delivered,2025-03-15,SKU119,113,2025-04-08
SHP000418,Zhengzhou,Mumbai,Air,11,Delayed,2025-01-18,SKU106,196,2025-01-29
SHP000419,Bangkok,Mumbai,Air,5,Delayed,2025-10-18,SKU118,97,2025-10-23
SHP000420,Zhengzhou,Sao Paulo,Road,6,Delivered,2025-05-27,SKU125,250,2025-06-02
SHP000421,Ho Chi Minh City,Mumbai,Sea,17,In Transit,2025-02-20,SKU103,174,2025-03-09
SHP000422,Shenzhen,Rotterdam,Air,4,Delivered,2025-03-07,SKU124,140,2025-03-11
SHP000423,Ho Chi Minh City,Sydney,Sea,5,Delayed,2025-12-07,SKU113,133,2025-12-12
SHP000424,Shenzhen,Mumbai,Sea,11,Delivered,2025-07-12,SKU113,209,2025-07-23
SHP000425,Bangkok,Sao Paulo,Air,19,In Transit,2025-05-11,SKU121,203,2025-05-30
SHP000426,Shenzhen,Johannesburg,Road,19,Delivered,2025-10-25,SKU105,149,2025-11-13
SHP000427,Shenzhen,Mumbai,Air,9,Delayed,2025-02-07,SKU119,210,2025-02-16
SHP000428,Bangkok,Chicago,Road,22,In Transit,2025-08-17,SKU129,141,2025-09-08
SHP000429,Chennai,Rotterdam,Sea,20,In Transit,2025-03-14,SKU114,163,2025-04-03
SHP000430,Ho Chi Minh City,Dubai,Road,23,Delivered,2025-10-08,SKU127,235,2025-10-31
SHP000431,Zhengzhou,Rotterdam,Air,12,In Transit,2025-09-01,SKU126,156,2025-09-13
SHP000432,Ho Chi Minh City,Chicago,Sea,10,In Transit,2025-06-24,SKU124,175,2025-07-04
SHP000433,Ho Chi Minh City,Singapore,Sea,18,Delivered,2025-07-02,SKU115,159,2025-07-20
SHP000434,Noida,Johannesburg,Sea,22,Delayed,2025-10-09,SKU126,146,2025-10-31
SHP000435,Zhengzhou,Chicago,Road,8,Delayed,2025-02-20,SKU109,166,2025-02-28
SHP000436,Bangkok,Chicago,Road,2,In Transit,2025-04-18,SKU127,200,2025-04-20
SHP000437,Shenzhen,Sydney,Road,16,Delivered,2025-05-21,SKU129,137,2025-06-06
SHP000438,Shenzhen,Singapore,Road,3,In Transit,2025-04-16,SKU118,163,2025-04-19
SHP000439,Shenzhen,Rotterdam,Sea,16,Delivered,2025-06-01,SKU101,162,2025-06-17
SHP000440,Chennai,Rotterdam,Air,3,Delayed,2025-11-04,SKU116,140,2025-11-07
SHP000441,Chennai,Johannesburg,Road,24,Delivered,2025-07-18,SKU101,149,2025-08-11
SHP000442,Zhengzhou,Singapore,Sea,14,Delayed,2025-09-16,SKU110,115,2025-09-30
SHP000443,Zhengzhou,Mumbai,Sea,25,Delayed,2025-08-26,SKU117,173,2025-09-20
SHP000444,Shenzhen,Mumbai,Road,13,Delivered,2025-12-18,SKU100,224,2025-12-31
SHP000445,Ho Chi Minh City,Chicago,Sea,9,Delayed,2025-07-11,SKU122,185,2025-07-20
SHP000446,Chennai,Mumbai,Air,6,Delayed,2025-05-10,SKU119,127,2025-05-16
SHP000447,Chennai,Dubai,Sea,9,In Transit,2025-09-03,SKU102,163,2025-09-12
SHP000448,Ho Chi Minh City,Mumbai,Sea,17,In Transit,2025-09-06,SKU115,159,2025-09-23
SHP000449,Ho Chi Minh City,Singapore,Sea,10,In Transit,2025-08-23,SKU104,197,2025-09-02
SHP000450,Bangkok,Rotterdam,Sea,4,Delivered,2025-06-21,SKU119,195,2025-06-25
SHP000451,Shenzhen,Chicago,Sea,20,Delivered,2025-11-22,SKU109,112,2025-12-12
SHP000452,Bangkok,Johannesburg,Road,23,In Transit,2025-04-12,SKU112,201,2025-05-05
SHP000453,Shenzhen,Sydney,Air,23,In Transit,2025-02-07,SKU105,104,2025-03-02
SHP000454,Chennai,Mumbai,Sea,16,Delivered,2025-11-08,SKU113,223,2025-11-24
SHP000455,Bangkok,Mumbai,Sea,25,Delayed,2025-12-20,SKU119,153,2026-01-14
SHP000456,Noida,Singapore,Road,2,Delivered,2025-01-20,SKU105,176,2025-01-22
SHP000457,Noida,Rotterdam,Sea,25,Delivered,2025-05-17,SKU107,228,2025-06-11
SHP000458,Bangkok,Singapore,Sea,8,Delivered,2025-01-12,SKU123,140,2025-01-20
SHP000459,Shenzhen,Mumbai,Road,21,Delayed,2025-04-07,SKU124,172,2025-04-28
SHP000460,Zhengzhou,Sao Paulo,Air,11,Delivered,2025-09-03,SKU121,173,2025-09-14
SHP000461,Noida,Rotterdam,Sea,13,In Transit,2025-12-25,SKU104,126,2026-01-07
SHP000462,Shenzhen,Johannesburg,Air,20,Delayed,2025-04-18,SKU125,221,2025-05-08
SHP000463,Bangkok,Sydney,Sea,6,In Transit,2025-10-02,SKU103,185,2025-10-08
SHP000464,Zhengzhou,Dubai,Sea,9,Delivered,2025-12-11,SKU102,180,2025-12-20
SHP000465,Bangkok,Sao Paulo,Air,5,In Transit,2025-04-11,SKU112,152,2025-04-16
SHP000466,Shenzhen,Mumbai,Air,19,Delivered,2025-04-29,SKU107,218,2025-05-18
SHP000467,Zhengzhou,Johannesburg,Road,12,Delivered,2025-11-06,SKU117,97,2025-11-18
SHP000468,Ho Chi Minh City,Mumbai,Road,23,Delayed,2025-03-24,SKU103,167,2025-04-16
SHP000469,Ho Chi Minh City,Sao Paulo,Sea,11,In Transit,2025-04-03,SKU105,97,2025-04-14
SHP000470,Noida,Sydney,Road,8,Delayed,2025-01-29,SKU113,106,2025-02-06
SHP000471,Zhengzhou,Rotterdam,Air,12,In Transit,2025-02-18,SKU128,167,2025-03-02
SHP000472,Shenzhen,Chicago,Air,24,Delayed,2025-05-31,SKU109,162,2025-06-24
SHP000473,Chennai,Johannesburg,Sea,18,In Transit,2025-03-01,SKU109,167,2025-03-19
SHP000474,Shenzhen,Johannesburg,Road,23,In Transit,2025-03-15,SKU107,152,2025-04-07
SHP000475,Noida,Chicago,Road,6,Delivered,2025-01-31,SKU126,150,2025-02-06
SHP000476,Chennai,Mumbai,Sea,4,Delivered,2025-10-06,SKU116,111,2025-10-10
SHP000477,Ho Chi Minh City,Dubai,Road,17,Delivered,2025-11-08,SKU110,124,2025-11-25
SHP000478,Ho Chi Minh City,Johannesburg,Sea,16,In Transit,2025-09-25,SKU127,220,2025-10-11
SHP000479,Ho Chi Minh City,Rotterdam,Sea,12,In Transit,2025-04-30,SKU123,177,2025-05-12
SHP000480,Chennai,Sydney,Air,14,Delivered,2025-04-13,SKU104,180,2025-04-27
SHP000481,Shenzhen,Dubai,Sea,5,In Transit,2025-02-26,SKU127,176,2025-03-03
SHP000482,Shenzhen,Dubai,Sea,7,Delivered,2025-12-01,SKU114,159,2025-12-08
SHP000483,Shenzhen,Dubai,Road,9,In Transit,2025-09-09,SKU119,198,2025-09-18
SHP000484,Noida,Johannesburg,Air,14,Delivered,2025-01-19,SKU108,155,2025-02-02
SHP000485,Noida,Chicago,Road,11,Delayed,2025-05-28,SKU111,178,2025-06-08
SHP000486,Zhengzhou,Dubai,Sea,18,In Transit,2025-10-11,SKU107,180,2025-10-29
SHP000487,Shenzhen,Rotterdam,Air,14,Delayed,2025-10-19,SKU112,187,2025-11-02
SHP000488,Zhengzhou,Sao Paulo,Air,15,In Transit,2025-02-07,SKU127,144,2025-02-22
SHP000489,Bangkok,Sao Paulo,Road,5,In Transit,2025-02-13,SKU125,114,2025-02-18
SHP000490,Chennai,Johannesburg,Road,3,Delivered,2025-10-23,SKU121,142,2025-10-26
SHP000491,Shenzhen,Johannesburg,Road,10,Delayed,2025-11-09,SKU118,208,2025-11-19
SHP000492,Zhengzhou,Chicago,Air,6,Delivered,2025-10-11,SKU128,123,2025-10-17
SHP000493,Bangkok,Johannesburg,Sea,2,Delivered,2025-11-01,SKU111,200,2025-11-03
SHP000494,Bangkok,Rotterdam,Air,4,Delayed,2025-01-17,SKU117,219,2025-01-21
SHP000495,Ho Chi Minh City,Chicago,Air,9,Delayed,2025-03-12,SKU112,223,2025-03-21
SHP000496,Noida,Singapore,Air,19,Delivered,2025-10-10,SKU125,207,2025-10-29
SHP000497,Bangkok,Dubai,Air,7,Delivered,2025-11-26,SKU117,163,2025-12-03
SHP000498,Noida,Singapore,Sea,3,Delivered,2025-12-16,SKU118,208,2025-12-19
SHP000499,Ho Chi Minh City,Chicago,Road,4,Delivered,2025-01-17,SKU114,100,2025-01-21
SHP000500,Noida,Singapore,Sea,11,Delayed,2025-12-07,SKU122,107,2025-12-18
SHP000501,Noida,Johannesburg,Road,13,In Transit,2025-10-27,SKU106,213,2025-11-09
SHP000502,Ho Chi Minh City,Chicago,Road,14,In Transit,2025-09-10,SKU107,128,2025-09-24
SHP000503,Noida,Sao Paulo,Sea,10,Delayed,2025-06-12,SKU121,112,2025-06-22
SHP000504,Ho Chi Minh City,Rotterdam,Air,18,In Transit,2025-05-02,SKU120,112,2025-05-20
SHP000505,Shenzhen,Mumbai,Road,12,Delayed,2025-09-12,SKU111,175,2025-09-24
SHP000506,Ho Chi Minh City,Sao Paulo,Air,11,In Transit,2025-01-10,SKU123,175,2025-01-21
SHP000507,Chennai,Dubai,Road,9,Delivered,2025-11-16,SKU124,209,2025-11-25
SHP000508,Bangkok,Mumbai,Air,14,In Transit,2025-02-26,SKU105,107,2025-03-12
SHP000509,Shenzhen,Dubai,Air,21,In Transit,2025-09-11,SKU110,157,2025-10-02
SHP000510,Bangkok,Sydney,Sea,7,In Transit,2025-11-07,SKU110,134,2025-11-14
SHP000511,Chennai,Sao Paulo,Air,21,In Transit,2025-12-07,SKU105,163,2025-12-28
SHP000512,Noida,Singapore,Air,10,Delivered,2025-04-23,SKU107,196,2025-05-03
SHP000513,Chennai,Sydney,Air,10,Delivered,2025-05-31,SKU103,133,2025-06-10
SHP000514,Noida,Sydney,Air,10,Delivered,2025-05-30,SKU129,177,2025-06-09
SHP000515,Ho Chi Minh City,Singapore,Sea,18,Delivered,2025-10-14,SKU107,139,2025-11-01
SHP000516,Ho Chi Minh City,Mumbai,Air,21,In Transit,2025-11-12,SKU101,112,2025-12-03
SHP000517,Chennai,Chicago,Air,19,Delayed,2025-06-06,SKU104,123,2025-06-25
SHP000518,Bangkok,Rotterdam,Sea,21,In Transit,2025-10-30,SKU109,208,2025-11-20
SHP000519,Zhengzhou,Sydney,Sea,9,Delayed,2025-02-01,SKU107,137,2025-02-10
SHP000520,Zhengzhou,Mumbai,Sea,16,Delivered,2025-08-31,SKU122,186,2025-09-16
SHP000521,Shenzhen,Sao Paulo,Air,19,Delayed,2025-09-16,SKU118,193,2025-10-05
SHP000522,Ho Chi Minh City,Sao Paulo,Air,23,In Transit,2025-11-22,SKU118,188,2025-12-15
SHP000523,Shenzhen,Singapore,Sea,9,In Transit,2025-09-27,SKU117,157,2025-10-06
SHP000524,Ho Chi Minh City,Rotterdam,Road,12,In Transit,2025-09-30,SKU116,163,2025-10-12
SHP000525,Chennai,Johannesburg,Sea,7,Delayed,2025-07-25,SKU126,200,2025-08-01
SHP000526,Zhengzhou,Mumbai,Road,17,Delayed,2025-02-10,SKU106,182,2025-02-27
SHP000527,Zhengzhou,Rotterdam,Road,17,In Transit,2025-10-19,SKU121,206,2025-11-05
SHP000528,Zhengzhou,Sydney,Road,21,Delivered,2025-04-13,SKU123,135,2025-05-04
SHP000529,Bangkok,Rotterdam,Sea,12,Delayed,2025-01-12,SKU100,209,2025-01-24
SHP000530,Zhengzhou,Johannesburg,Air,10,Delivered,2025-10-19,SKU107,222,2025-10-29
SHP000531,Shenzhen,Singapore,Road,7,In Transit,2025-02-03,SKU108,158,2025-02-10
SHP000532,Noida,Sao Paulo,Road,22,In Transit,2025-11-26,SKU116,203,2025-12-18
SHP000533,Bangkok,Mumbai,Air,19,Delivered,2025-11-14,SKU100,120,2025-12-03
SHP000534,Chennai,Singapore,Sea,25,In Transit,2025-06-28,SKU116,135,2025-07-23
SHP000535,Chennai,Dubai,Road,18,Delivered,2025-07-16,SKU114,193,2025-08-03
SHP000536,Ho Chi Minh City,Mumbai,Road,24,In Transit,2025-11-02,SKU111,136,2025-11-26
SHP000537,Noida,Rotterdam,Air,16,In Transit,2025-09-12,SKU121,132,2025-09-28
SHP000538,Noida,Chicago,Sea,14,Delivered,2025-03-28,SKU103,152,2025-04-11
SHP000539,Ho Chi Minh City,Mumbai,Road,4,Delayed,2025-10-20,SKU119,170,2025-10-24
SHP000540,Ho Chi Minh City,Sydney,Air,10,In Transit,2025-07-29,SKU116,189,2025-08-08
SHP000541,Noida,Sao Paulo,Sea,3,In Transit,2025-12-16,SKU108,171,2025-12-19
SHP000542,Noida,Johannesburg,Air,18,In Transit,2025-04-08,SKU104,131,2025-04-26
SHP000543,Zhengzhou,Dubai,Road,4,Delivered,2025-04-17,SKU121,192,2025-04-21
SHP000544,Bangkok,Dubai,Air,2,Delivered,2025-03-21,SKU124,116,2025-03-23
SHP000545,Bangkok,Singapore,Air,9,In Transit,2025-08-04,SKU107,214,2025-08-13
SHP000546,Bangkok,Singapore,Sea,22,Delivered,2025-12-05,SKU115,132,2025-12-27
SHP000547,Shenzhen,Sao Paulo,Air,12,Delayed,2025-11-22,SKU104,94,2025-12-04
SHP000548,Zhengzhou,Sydney,Air,11,Delayed,2025-09-03,SKU124,154,2025-09-14
SHP000549,Shenzhen,Sydney,Road,19,In Transit,2025-11-21,SKU110,119,2025-12-10
SHP000550,Shenzhen,Rotterdam,Air,16,Delayed,2025-08-26,SKU112,142,2025-09-11
SHP000551,Zhengzhou,Singapore,Sea,11,Delayed,2025-03-28,SKU110,104,2025-04-08
SHP000552,Chennai,Rotterdam,Road,25,Delivered,2025-08-11,SKU103,135,2025-09-05
