SO,Date,SKUID,Qty,UnitPrice
SO017SKU112,2025-01-18,SKU112,233,1787.5
SO017SKU113,2025-01-18,SKU113,340,2497.5
SO017SKU114,2025-01-18,SKU114,233,1300.0
SO017SKU115,2025-01-18,SKU115,249,866.25
SO017SKU116,2025-01-18,SKU116,237,491.25
SO017SKU117,2025-01-18,SKU117,432,2353.75
SO017SKU118,2025-01-18,SKU118,215,578.75
SO017SKU119,2025-01-18,SKU119,196,632.5
SO017SKU120,2025-01-18,SKU120,167,1086.25
SO017SKU121,2025-01-18,SKU121,476,2001.25
SO017SKU122,2025-01-18,SKU122,428,791.25
SO017SKU123,2025-01-18,SKU123,438,1283.75
SO017SKU124,2025-01-18,SKU124,240,2090.0
SO017SKU125,2025-01-18,SKU125,184,2171.25
SO017SKU126,2025-01-18,SKU126,321,1933.75
SO017SKU127,2025-01-18,SKU127,111,1741.25
SO017SKU128,2025-01-18,SKU128,367,792.5
SO017SKU129,2025-01-18,SKU129,349,1346.25
SO018SKU100,2025-01-19,SKU100,440,2161.25
SO018SKU101,2025-01-19,SKU101,242,1245.0
SO018SKU102,2025-01-19,SKU102,487,772.5
SO018SKU103,2025-01-19,SKU103,373,2328.75
SO018SKU104,2025-01-19,SKU104,282,636.25
SO018SKU105,2025-01-19,SKU105,101,1347.5
SO018SKU106,2025-01-19,SKU106,257,1293.75
SO018SKU107,2025-01-19,SKU107,462,1920.0
SO018SKU108,2025-01-19,SKU108,355,2440.0
SO018SKU109,2025-01-19,SKU109,219,2242.5
SO018SKU110,2025-01-19,SKU110,380,1747.5
SO018SKU111,2025-01-19,SKU111,351,1343.75
SO018SKU112,2025-01-19,SKU112,131,1787.5
SO018SKU113,2025-01-19,SKU113,131,2497.5
SO018SKU114,2025-01-19,SKU114,361,1300.0
SO018SKU115,2025-01-19,SKU115,414,866.25
SO018SKU116,2025-01-19,SKU116,413,491.25
SO018SKU117,2025-01-19,SKU117,226,2353.75
SO018SKU118,2025-01-19,SKU118,373,578.75
SO018SKU119,2025-01-19,SKU119,99,632.5
SO018SKU120,2025-01-19,SKU120,170,1086.25
SO018SKU121,2025-01-19,SKU121,283,2001.25
SO018SKU122,2025-01-19,SKU122,463,791.25
SO018SKU123,2025-01-19,SKU123,99,1283.75
SO018SKU124,2025-01-19,SKU124,134,2090.0
SO018SKU125,2025-01-19,SKU125,312,2171.25
SO018SKU126,2025-01-19,SKU126,332,1933.75
SO018SKU127,2025-01-19,SKU127,338,1741.25
SO018SKU128,2025-01-19,SKU128,137,792.5
SO018SKU129,2025-01-19,SKU129,411,1346.25
SO019SKU100,2025-01-20,SKU100,174,2161.25
SO019SKU101,2025-01-20,SKU101,207,1245.0
SO019SKU102,2025-01-20,SKU102,308,772.5
SO019SKU103,2025-01-20,SKU103,378,2328.75
SO019SKU104,2025-01-20,SKU104,414,636.25
SO019SKU105,2025-01-20,SKU105,421,1347.5
SO019SKU106,2025-01-20,SKU106,287,1293.75
SO019SKU107,2025-01-20,SKU107,239,1920.0
SO019SKU108,2025-01-20,SKU108,231,2440.0
SO019SKU109,2025-01-20,SKU109,148,2242.5
SO019SKU110,2025-01-20,SKU110,390,1747.5
SO019SKU111,2025-01-20,SKU111,321,1343.75
SO019SKU112,2025-01-20,SKU112,191,1787.5
SO019SKU113,2025-01-20,SKU113,385,2497.5
SO019SKU114,2025-01-20,SKU114,308,1300.0
SO019SKU115,2025-01-20,SKU115,368,866.25
SO019SKU116,2025-01-20,SKU116,338,491.25
SO019SKU117,2025-01-20,SKU117,164,2353.75
SO019SKU118,2025-01-20,SKU118,139,578.75
SO019SKU119,2025-01-20,SKU119,330,632.5
SO019SKU120,2025-01-20,SKU120,494,1086.25
SO019SKU121,2025-01-20,SKU121,292,2001.25
SO019SKU122,2025-01-20,SKU122,316,791.25
SO019SKU123,2025-01-20,SKU123,91,1283.75
SO019SKU124,2025-01-20,SKU124,191,2090.0
SO019SKU125,2025-01-20,SKU125,256,2171.25
SO019SKU126,2025-01-20,SKU126,115,1933.75
SO019SKU127,2025-01-20,SKU127,226,1741.25
SO019SKU128,2025-01-20,SKU128,408,792.5
SO019SKU129,2025-01-20,SKU129,271,1346.25
SO020SKU100,2025-01-21,SKU100,81,2161.25
SO020SKU101,2025-01-21,SKU101,424,1245.0
SO020SKU102,2025-01-21,SKU102,274,772.5
SO020SKU103,2025-01-21,SKU103,257,2328.75
SO020SKU104,2025-01-21,SKU104,451,636.25
SO020SKU105,2025-01-21,SKU105,418,1347.5
SO020SKU106,2025-01-21,SKU106,185,1293.75
SO020SKU107,2025-01-21,SKU107,308,1920.0
SO020SKU108,2025-01-21,SKU108,104,2440.0
SO020SKU109,2025-01-21,SKU109,304,2242.5
SO020SKU110,2025-01-21,SKU110,477,1747.5
SO020SKU111,2025-01-21,SKU111,199,1343.75
SO020SKU112,2025-01-21,SKU112,243,1787.5
SO020SKU113,2025-01-21,SKU113,244,2497.5
SO020SKU114,2025-01-21,SKU114,346,1300.0
SO020SKU115,2025-01-21,SKU115,111,866.25
SO020SKU116,2025-01-21,SKU116,456,491.25
SO020SKU117,2025-01-21,SKU117,298,2353.75
SO020SKU118,2025-01-21,SKU118,409,578.75
SO020SKU119,2025-01-21,SKU119,436,632.5
SO020SKU120,2025-01-21,SKU120,272,1086.25
SO020SKU121,2025-01-21,SKU121,203,2001.25
SO020SKU122,2025-01-21,SKU122,442,791.25
SO020SKU123,2025-01-21,SKU123,109,1283.75
SO020SKU124,2025-01-21,SKU124,351,2090.0
SO020SKU125,2025-01-21,SKU125,184,2171.25
SO020SKU126,2025-01-21,SKU126,310,1933.75
SO020SKU127,2025-01-21,SKU127,450,1741.25
SO020SKU128,2025-01-21,SKU128,273,792.5
SO020SKU129,2025-01-21,SKU129,117,1346.25
SO021SKU100,2025-01-22,SKU100,436,2161.25
SO021SKU101,2025-01-22,SKU101,202,1245.0
SO021SKU102,2025-01-22,SKU102,318,772.5
SO021SKU103,2025-01-22,SKU103,213,2328.75
SO021SKU104,2025-01-22,SKU104,130,636.25
SO021SKU105,2025-01-22,SKU105,469,1347.5
SO021SKU106,2025-01-22,SKU106,240,1293.75
SO021SKU107,2025-01-22,SKU107,193,1920.0
SO021SKU108,2025-01-22,SKU108,363,2440.0
SO021SKU109,2025-01-22,SKU109,293,2242.5
SO021SKU110,2025-01-22,SKU110,197,1747.5
SO021SKU111,2025-01-22,SKU111,361,1343.75
SO021SKU112,2025-01-22,SKU112,211,1787.5
SO021SKU113,2025-01-22,SKU113,408,2497.5
SO021SKU114,2025-01-22,SKU114,455,1300.0
SO021SKU115,2025-01-22,SKU115,448,866.25
SO021SKU116,2025-01-22,SKU116,357,491.25
SO021SKU117,2025-01-22,SKU117,97,2353.75
SO021SKU118,2025-01-22,SKU118,498,578.75
SO021SKU119,2025-01-22,SKU119,150,632.5
SO021SKU120,2025-01-22,SKU120,442,1086.25
SO021SKU121,2025-01-22,SKU121,313,2001.25
SO021SKU122,2025-01-22,SKU122,421,791.25
SO021SKU123,2025-01-22,SKU123,329,1283.75
SO021SKU124,2025-01-22,SKU124,290,2090.0
SO021SKU125,2025-01-22,SKU125,220,2171.25
SO021SKU126,2025-01-22,SKU126,337,1933.75
SO021SKU127,2025-01-22,SKU127,492,1741.25
SO021SKU128,2025-01-22,SKU128,129,792.5
SO021SKU129,2025-01-22,SKU129,397,1346.25
SO022SKU100,2025-01-23,SKU100,274,2161.25
SO022SKU101,2025-01-23,SKU101,406,1245.0
SO022SKU102,2025-01-23,SKU102,335,772.5
SO022SKU103,2025-01-23,SKU103,249,2328.75
SO022SKU104,2025-01-23,SKU104,350,636.25
SO022SKU105,2025-01-23,SKU105,434,1347.5
SO022SKU106,2025-01-23,SKU106,103,1293.75
SO022SKU107,2025-01-23,SKU107,223,1920.0
SO022SKU108,2025-01-23,SKU108,96,2440.0
SO022SKU109,2025-01-23,SKU109,186,2242.5
SO022SKU110,2025-01-23,SKU110,283,1747.5
SO022SKU111,2025-01-23,SKU111,368,1343.75
SO022SKU112,2025-01-23,SKU112,356,1787.5
SO022SKU113,2025-01-23,SKU113,484,2497.5
SO022SKU114,2025-01-23,SKU114,336,1300.0
SO022SKU115,2025-01-23,SKU115,130,866.25
SO022SKU116,2025-01-23,SKU116,389,491.25
SO022SKU117,2025-01-23,SKU117,476,2353.75
SO022SKU118,2025-01-23,SKU118,481,578.75
SO022SKU119,2025-01-23,SKU119,262,632.5
SO022SKU120,2025-01-23,SKU120,175,1086.25
SO022SKU121,2025-01-23,SKU121,123,2001.25
SO022SKU122,2025-01-23,SKU122,206,791.25
SO022SKU123,2025-01-23,SKU123,158,1283.75
SO022SKU124,2025-01-23,SKU124,458,2090.0
SO022SKU125,2025-01-23,SKU125,126,2171.25
SO022SKU126,2025-01-23,SKU126,264,1933.75
SO022SKU127,2025-01-23,SKU127,124,1741.25
SO022SKU128,2025-01-23,SKU128,364,792.5
SO022SKU129,2025-01-23,SKU129,125,1346.25
SO023SKU100,2025-01-24,SKU100,166,2161.25
SO023SKU101,2025-01-24,SKU101,332,1245.0
SO023SKU102,2025-01-24,SKU102,221,772.5
SO023SKU103,2025-01-24,SKU103,119,2328.75
SO023SKU104,2025-01-24,SKU104,400,636.25
SO023SKU105,2025-01-24,SKU105,314,1347.5
SO023SKU106,2025-01-24,SKU106,282,1293.75
SO023SKU107,2025-01-24,SKU107,491,1920.0
SO023SKU108,2025-01-24,SKU108,300,2440.0
SO023SKU109,2025-01-24,SKU109,149,2242.5
SO023SKU110,2025-01-24,SKU110,435,1747.5
SO023SKU111,2025-01-24,SKU111,283,1343.75
SO023SKU112,2025-01-24,SKU112,435,1787.5
SO023SKU113,2025-01-24,SKU113,204,2497.5
SO023SKU114,2025-01-24,SKU114,482,1300.0
SO023SKU115,2025-01-24,SKU115,368,866.25
SO023SKU116,2025-01-24,SKU116,429,491.25
SO023SKU117,2025-01-24,SKU117,452,2353.75
SO023SKU118,2025-01-24,SKU118,304,578.75
SO023SKU119,2025-01-24,SKU119,499,632.5
SO023SKU120,2025-01-24,SKU120,335,1086.25
SO023SKU121,2025-01-24,SKU121,209,2001.25
SO023SKU122,2025-01-24,SKU122,484,791.25
SO023SKU123,2025-01-24,SKU123,325,1283.75
SO023SKU124,2025-01-24,SKU124,434,2090.0
SO023SKU125,2025-01-24,SKU125,264,2171.25
SO023SKU126,2025-01-24,SKU126,406,1933.75
SO023SKU127,2025-01-24,SKU127,207,1741.25
SO023SKU128,2025-01-24,SKU128,411,792.5
SO023SKU129,2025-01-24,SKU129,426,1346.25
SO024SKU100,2025-01-25,SKU100,157,2161.25
SO024SKU101,2025-01-25,SKU101,133,1245.0
SO024SKU102,2025-01-25,SKU102,453,772.5
SO024SKU103,2025-01-25,SKU103,313,2328.75
SO024SKU104,2025-01-25,SKU104,258,636.25
SO024SKU105,2025-01-25,SKU105,436,1347.5
SO024SKU106,2025-01-25,SKU106,102,1293.75
SO024SKU107,2025-01-25,SKU107,255,1920.0
SO024SKU108,2025-01-25,SKU108,164,2440.0
SO024SKU109,2025-01-25,SKU109,344,2242.5
SO024SKU110,2025-01-25,SKU110,366,1747.5
SO024SKU111,2025-01-25,SKU111,488,1343.75
SO024SKU112,2025-01-25,SKU112,407,1787.5
SO024SKU113,2025-01-25,SKU113,457,2497.5
SO024SKU114,2025-01-25,SKU114,383,1300.0
SO024SKU115,2025-01-25,SKU115,189,866.25
SO024SKU116,2025-01-25,SKU116,487,491.25
SO024SKU117,2025-01-25,SKU117,354,2353.75
SO024SKU118,2025-01-25,SKU118,314,578.75
SO024SKU119,2025-01-25,SKU119,330,632.5
SO024SKU120,2025-01-25,SKU120,385,1086.25
SO024SKU121,2025-01-25,SKU121,138,2001.25
SO024SKU122,2025-01-25,SKU122,168,791.25
SO024SKU123,2025-01-25,SKU123,232,1283.75
SO024SKU124,2025-01-25,SKU124,424,2090.0
SO024SKU125,2025-01-25,SKU125,236,2171.25
SO024SKU126,2025-01-25,SKU126,152,1933.75
SO024SKU127,2025-01-25,SKU127,150,1741.25
SO024SKU128,2025-01-25,SKU128,329,792.5
SO024SKU129,2025-01-25,SKU129,410,1346.25
SO025SKU100,2025-01-26,SKU100,497,2161.25
SO025SKU101,2025-01-26,SKU101,414,1245.0
SO025SKU102,2025-01-26,SKU102,292,772.5
SO025SKU103,2025-01-26,SKU103,165,2328.75
SO025SKU104,2025-01-26,SKU104,469,636.25
SO025SKU105,2025-01-26,SKU105,195,1347.5
SO025SKU106,2025-01-26,SKU106,314,1293.75
SO025SKU107,2025-01-26,SKU107,341,1920.0
SO025SKU108,2025-01-26,SKU108,476,2440.0
SO025SKU109,2025-01-26,SKU109,467,2242.5
SO025SKU110,2025-01-26,SKU110,359,1747.5
SO025SKU111,2025-01-26,SKU111,456,1343.75
SO025SKU112,2025-01-26,SKU112,96,1787.5
SO025SKU113,2025-01-26,SKU113,498,2497.5
SO025SKU114,2025-01-26,SKU114,495,1300.0
SO025SKU115,2025-01-26,SKU115,432,866.25
SO025SKU116,2025-01-26,SKU116,403,491.25
SO025SKU117,2025-01-26,SKU117,481,2353.75
SO025SKU118,2025-01-26,SKU118,110,578.75
SO025SKU119,2025-01-26,SKU119,385,632.5
SO025SKU120,2025-01-26,SKU120,229,1086.25
SO025SKU121,2025-01-26,SKU121,343,2001.25
SO025SKU122,2025-01-26,SKU122,128,791.25
SO025SKU123,2025-01-26,SKU123,110,1283.75
SO025SKU124,2025-01-26,SKU124,439,2090.0
SO025SKU125,2025-01-26,SKU125,444,2171.25
SO025SKU126,2025-01-26,SKU126,426,1933.75
SO025SKU127,2025-01-26,SKU127,403,1741.25
SO025SKU128,2025-01-26,SKU128,311,792.5
SO025SKU129,2025-01-26,SKU129,343,1346.25
SO026SKU100,2025-01-27,SKU100,191,2161.25
SO026SKU101,2025-01-27,SKU101,217,1245.0
SO026SKU102,2025-01-27,SKU102,360,772.5
SO026SKU103,2025-01-27,SKU103,328,2328.75
SO026SKU104,2025-01-27,SKU104,104,636.25
SO026SKU105,2025-01-27,SKU105,315,1347.5
SO026SKU106,2025-01-27,SKU106,313,1293.75
SO026SKU107,2025-01-27,SKU107,432,1920.0
SO026SKU108,2025-01-27,SKU108,161,2440.0
SO026SKU109,2025-01-27,SKU109,415,2242.5
SO026SKU110,2025-01-27,SKU110,420,1747.5
SO026SKU111,2025-01-27,SKU111,282,1343.75
SO026SKU112,2025-01-27,SKU112,466,1787.5
SO026SKU113,2025-01-27,SKU113,440,2497.5
SO026SKU114,2025-01-27,SKU114,119,1300.0
SO026SKU115,2025-01-27,SKU115,428,866.25
SO026SKU116,2025-01-27,SKU116,255,491.25
SO026SKU117,2025-01-27,SKU117,147,2353.75
SO026SKU118,2025-01-27,SKU118,125,578.75
SO026SKU119,2025-01-27,SKU119,240,632.5
SO026SKU120,2025-01-27,SKU120,275,1086.25
SO026SKU121,2025-01-27,SKU121,426,2001.25
SO026SKU122,2025-01-27,SKU122,84,791.25
SO026SKU123,2025-01-27,SKU123,259,1283.75
SO026SKU124,2025-01-27,SKU124,157,2090.0
SO026SKU125,2025-01-27,SKU125,306,2171.25
SO026SKU126,2025-01-27,SKU126,131,1933.75
SO026SKU127,2025-01-27,SKU127,453,1741.25
SO026SKU128,2025-01-27,SKU128,485,792.5
SO026SKU129,2025-01-27,SKU129,123,1346.25
SO027SKU100,2025-01-28,SKU100,333,2161.25
SO027SKU101,2025-01-28,SKU101,406,1245.0
SO027SKU102,2025-01-28,SKU102,86,772.5
SO027SKU103,2025-01-28,SKU103,278,2328.75
SO027SKU104,2025-01-28,SKU104,267,636.25
SO027SKU105,2025-01-28,SKU105,321,1347.5
SO027SKU106,2025-01-28,SKU106,380,1293.75
SO027SKU107,2025-01-28,SKU107,100,1920.0
SO027SKU108,2025-01-28,SKU108,226,2440.0
SO027SKU109,2025-01-28,SKU109,292,2242.5
SO027SKU110,2025-01-28,SKU110,407,1747.5
SO027SKU111,2025-01-28,SKU111,222,1343.75
SO027SKU112,2025-01-28,SKU112,184,1787.5
SO027SKU113,2025-01-28,SKU113,247,2497.5
SO027SKU114,2025-01-28,SKU114,412,1300.0
SO027SKU115,2025-01-28,SKU115,437,866.25
SO027SKU116,2025-01-28,SKU116,205,491.25
SO027SKU117,2025-01-28,SKU117,312,2353.75
SO027SKU118,2025-01-28,SKU118,421,578.75
SO027SKU119,2025-01-28,SKU119,141,632.5
SO027SKU120,2025-01-28,SKU120,85,1086.25
SO027SKU121,2025-01-28,SKU121,344,2001.25
SO027SKU122,2025-01-28,SKU122,165,791.25
SO027SKU123,2025-01-28,SKU123,217,1283.75
SO027SKU124,2025-01-28,SKU124,95,2090.0
SO027SKU125,2025-01-28,SKU125,348,2171.25
SO027SKU126,2025-01-28,SKU126,401,1933.75
SO027SKU127,2025-01-28,SKU127,264,1741.25
SO027SKU128,2025-01-28,SKU128,268,792.5
SO027SKU129,2025-01-28,SKU129,373,1346.25
SO028SKU100,2025-01-29,SKU100,194,2161.25
SO028SKU101,2025-01-29,SKU101,448,1245.0
SO028SKU102,2025-01-29,SKU102,270,772.5
SO028SKU103,2025-01-29,SKU103,106,2328.75
SO028SKU104,2025-01-29,SKU104,285,636.25
SO028SKU105,2025-01-29,SKU105,224,1347.5
SO028SKU106,2025-01-29,SKU106,124,1293.75
SO028SKU107,2025-01-29,SKU107,182,1920.0
SO028SKU108,2025-01-29,SKU108,398,2440.0
SO028SKU109,2025-01-29,SKU109,332,2242.5
SO028SKU110,2025-01-29,SKU110,359,1747.5
SO028SKU111,2025-01-29,SKU111,83,1343.75
SO028SKU112,2025-01-29,SKU112,357,1787.5
SO028SKU113,2025-01-29,SKU113,84,2497.5
SO028SKU114,2025-01-29,SKU114,416,1300.0
SO028SKU115,2025-01-29,SKU115,237,866.25
SO028SKU116,2025-01-29,SKU116,294,491.25
SO028SKU117,2025-01-29,SKU117,444,2353.75
SO028SKU118,2025-01-29,SKU118,198,578.75
SO028SKU119,2025-01-29,SKU119,438,632.5
SO028SKU120,2025-01-29,SKU120,123,1086.25
SO028SKU121,2025-01-29,SKU121,406,2001.25
SO028SKU122,2025-01-29,SKU122,370,791.25
SO028SKU123,2025-01-29,SKU123,201,1283.75
SO028SKU124,2025-01-29,SKU124,490,2090.0
SO028SKU125,2025-01-29,SKU125,242,2171.25
SO028SKU126,2025-01-29,SKU126,183,1933.75
SO028SKU127,2025-01-29,SKU127,159,1741.25
SO028SKU128,2025-01-29,SKU128,240,792.5
SO028SKU129,2025-01-29,SKU129,474,1346.25
SO029SKU100,2025-01-30,SKU100,342,2161.25
SO029SKU101,2025-01-30,SKU101,499,1245.0
SO029SKU102,2025-01-30,SKU102,287,772.5
SO029SKU103,2025-01-30,SKU103,361,2328.75
SO029SKU104,2025-01-30,SKU104,491,636.25
SO029SKU105,2025-01-30,SKU105,111,1347.5
SO029SKU106,2025-01-30,SKU106,181,1293.75
SO029SKU107,2025-01-30,SKU107,402,1920.0
SO029SKU108,2025-01-30,SKU108,380,2440.0
SO029SKU109,2025-01-30,SKU109,113,2242.5
SO029SKU110,2025-01-30,SKU110,494,1747.5
SO029SKU111,2025-01-30,SKU111,101,1343.75
SO029SKU112,2025-01-30,SKU112,373,1787.5
SO029SKU113,2025-01-30,SKU113,334,2497.5
SO029SKU114,2025-01-30,SKU114,168,1300.0
SO029SKU115,2025-01-30,SKU115,223,866.25
SO029SKU116,2025-01-30,SKU116,394,491.25
SO029SKU117,2025-01-30,SKU117,231,2353.75
SO029SKU118,2025-01-30,SKU118,111,578.75
SO029SKU119,2025-01-30,SKU119,294,632.5
SO029SKU120,2025-01-30,SKU120,402,1086.25
SO029SKU121,2025-01-30,SKU121,89,2001.25
SO029SKU122,2025-01-30,SKU122,325,791.25
SO029SKU123,2025-01-30,SKU123,369,1283.75
SO029SKU124,2025-01-30,SKU124,172,2090.0
SO029SKU125,2025-01-30,SKU125,95,2171.25
SO029SKU126,2025-01-30,SKU126,494,1933.75
SO029SKU127,2025-01-30,SKU127,472,1741.25
SO029SKU128,2025-01-30,SKU128,131,792.5
SO029SKU129,2025-01-30,SKU129,353,1346.25
SO030SKU100,2025-01-31,SKU100,370,2161.25
SO030SKU101,2025-01-31,SKU101,176,1245.0
SO030SKU102,2025-01-31,SKU102,238,772.5
SO030SKU103,2025-01-31,SKU103,108,2328.75
SO030SKU104,2025-01-31,SKU104,349,636.25
SO030SKU105,2025-01-31,SKU105,394,1347.5
SO030SKU106,2025-01-31,SKU106,447,1293.75
SO030SKU107,2025-01-31,SKU107,91,1920.0
SO030SKU108,2025-01-31,SKU108,152,2440.0
SO030SKU109,2025-01-31,SKU109,266,2242.5
SO030SKU110,2025-01-31,SKU110,419,1747.5
SO030SKU111,2025-01-31,SKU111,234,1343.75
SO030SKU112,2025-01-31,SKU112,303,1787.5
SO030SKU113,2025-01-31,SKU113,242,2497.5
SO030SKU114,2025-01-31,SKU114,394,1300.0
SO030SKU115,2025-01-31,SKU115,381,866.25
SO030SKU116,2025-01-31,SKU116,455,491.25
SO030SKU117,2025-01-31,SKU117,453,2353.75
SO030SKU118,2025-01-31,SKU118,373,578.75
SO030SKU119,2025-01-31,SKU119,173,632.5
SO030SKU120,2025-01-31,SKU120,407,1086.25
SO030SKU121,2025-01-31,SKU121,249,2001.25
SO030SKU122,2025-01-31,SKU122,243,791.25
SO030SKU123,2025-01-31,SKU123,442,1283.75
SO030SKU124,2025-01-31,SKU124,251,2090.0
SO030SKU125,2025-01-31,SKU125,207,2171.25
SO030SKU126,2025-01-31,SKU126,482,1933.75
SO030SKU127,2025-01-31,SKU127,277,1741.25
SO030SKU128,2025-01-31,SKU128,291,792.5
SO030SKU129,2025-01-31,SKU129,359,1346.25
SO031SKU100,2025-02-01,SKU100,162,2161.25
SO031SKU101,2025-02-01,SKU101,127,1245.0
SO031SKU102,2025-02-01,SKU102,327,772.5
SO031SKU103,2025-02-01,SKU103,414,2328.75
SO031SKU104,2025-02-01,SKU104,107,636.25
SO031SKU105,2025-02-01,SKU105,289,1347.5
SO031SKU106,2025-02-01,SKU106,453,1293.75
SO031SKU107,2025-02-01,SKU107,232,1920.0
SO031SKU108,2025-02-01,SKU108,372,2440.0
SO031SKU109,2025-02-01,SKU109,107,2242.5
SO031SKU110,2025-02-01,SKU110,230,1747.5
SO031SKU111,2025-02-01,SKU111,325,1343.75
SO031SKU112,2025-02-01,SKU112,167,1787.5
SO031SKU113,2025-02-01,SKU113,139,2497.5
SO031SKU114,2025-02-01,SKU114,330,1300.0
SO031SKU115,2025-02-01,SKU115,408,866.25
SO031SKU116,2025-02-01,SKU116,275,491.25
SO031SKU117,2025-02-01,SKU117,214,2353.75
SO031SKU118,2025-02-01,SKU118,217,578.75
SO031SKU119,2025-02-01,SKU119,436,632.5
SO031SKU120,2025-02-01,SKU120,256,1086.25
SO031SKU121,2025-02-01,SKU121,381,2001.25
SO031SKU122,2025-02-01,SKU122,278,791.25
SO031SKU123,2025-02-01,SKU123,431,1283.75
SO031SKU124,2025-02-01,SKU124,200,2090.0
SO031SKU125,2025-02-01,SKU125,445,2171.25
SO031SKU126,2025-02-01,SKU126,344,1933.75
SO031SKU127,2025-02-01,SKU127,155,1741.25
SO031SKU128,2025-02-01,SKU128,165,792.5
SO031SKU129,2025-02-01,SKU129,101,1346.25
SO032SKU100,2025-02-02,SKU100,86,2161.25
SO032SKU101,2025-02-02,SKU101,347,1245.0
SO032SKU102,2025-02-02,SKU102,156,772.5
SO032SKU103,2025-02-02,SKU103,468,2328.75
SO032SKU104,2025-02-02,SKU104,134,636.25
SO032SKU105,2025-02-02,SKU105,226,1347.5
SO032SKU106,2025-02-02,SKU106,290,1293.75
SO032SKU107,2025-02-02,SKU107,372,1920.0
SO032SKU108,2025-02-02,SKU108,221,2440.0
SO032SKU109,2025-02-02,SKU109,428,2242.5
SO032SKU110,2025-02-02,SKU110,249,1747.5
SO032SKU111,2025-02-02,SKU111,323,1343.75
SO032SKU112,2025-02-02,SKU112,252,1787.5
SO032SKU113,2025-02-02,SKU113,223,2497.5
SO032SKU114,2025-02-02,SKU114,130,1300.0
SO032SKU115,2025-02-02,SKU115,233,866.25
SO032SKU116,2025-02-02,SKU116,244,491.25
SO032SKU117,2025-02-02,SKU117,410,2353.75
SO032SKU118,2025-02-02,SKU118,288,578.75
SO032SKU119,2025-02-02,SKU119,271,632.5
SO032SKU120,2025-02-02,SKU120,161,1086.25
SO032SKU121,2025-02-02,SKU121,286,2001.25
SO032SKU122,2025-02-02,SKU122,371,791.25
SO032SKU123,2025-02-02,SKU123,182,1283.75
SO032SKU124,2025-02-02,SKU124,313,2090.0
SO032SKU125,2025-02-02,SKU125,181,2171.25
SO032SKU126,2025-02-02,SKU126,283,1933.75
SO032SKU127,2025-02-02,SKU127,95,1741.25
SO032SKU128,2025-02-02,SKU128,308,792.5
SO032SKU129,2025-02-02,SKU129,362,1346.25
SO033SKU100,2025-02-03,SKU100,217,2161.25
SO033SKU101,2025-02-03,SKU101,479,1245.0
SO033SKU102,2025-02-03,SKU102,322,772.5
SO033SKU103,2025-02-03,SKU103,387,2328.75
SO033SKU104,2025-02-03,SKU104,391,636.25
SO033SKU105,2025-02-03,SKU105,443,1347.5
SO033SKU106,2025-02-03,SKU106,272,1293.75
SO033SKU107,2025-02-03,SKU107,191,1920.0
SO033SKU108,2025-02-03,SKU108,399,2440.0
SO033SKU109,2025-02-03,SKU109,341,2242.5
SO033SKU110,2025-02-03,SKU110,411,1747.5
SO033SKU111,2025-02-03,SKU111,430,1343.75
SO033SKU112,2025-02-03,SKU112,221,1787.5
SO033SKU113,2025-02-03,SKU113,415,2497.5
SO033SKU114,2025-02-03,SKU114,176,1300.0
SO033SKU115,2025-02-03,SKU115,109,866.25
SO033SKU116,2025-02-03,SKU116,418,491.25
SO033SKU117,2025-02-03,SKU117,93,2353.75
SO033SKU118,2025-02-03,SKU118,294,578.75
SO033SKU119,2025-02-03,SKU119,378,632.5
SO033SKU120,2025-02-03,SKU120,177,1086.25
SO033SKU121,2025-02-03,SKU121,431,2001.25
SO033SKU122,2025-02-03,SKU122,423,791.25
SO033SKU123,2025-02-03,SKU123,167,1283.75
SO033SKU124,2025-02-03,SKU124,230,2090.0
SO033SKU125,2025-02-03,SKU125,212,2171.25
SO033SKU126,2025-02-03,SKU126,173,1933.75
SO033SKU127,2025-02-03,SKU127,125,1741.25
SO033SKU128,2025-02-03,SKU128,237,792.5
SO033SKU129,2025-02-03,SKU129,213,1346.25
SO034SKU100,2025-02-04,SKU100,150,2161.25
SO034SKU101,2025-02-04,SKU101,371,1245.0
SO034SKU102,2025-02-04,SKU102,241,772.5
SO034SKU103,2025-02-04,SKU103,121,2328.75
SO034SKU104,2025-02-04,SKU104,240,636.25
SO034SKU105,2025-02-04,SKU105,220,1347.5
SO034SKU106,2025-02-04,SKU106,471,1293.75
SO034SKU107,2025-02-04,SKU107,394,1920.0
SO034SKU108,2025-02-04,SKU108,299,2440.0
SO034SKU109,2025-02-04,SKU109,99,2242.5
SO034SKU110,2025-02-04,SKU110,87,1747.5
SO034SKU111,2025-02-04,SKU111,89,1343.75
SO034SKU112,2025-02-04,SKU112,207,1787.5
SO034SKU113,2025-02-04,SKU113,146,2497.5
SO034SKU114,2025-02-04,SKU114,236,1300.0
SO034SKU115,2025-02-04,SKU115,228,866.25
SO034SKU116,2025-02-04,SKU116,348,491.25
SO034SKU117,2025-02-04,SKU117,255,2353.75
SO034SKU118,2025-02-04,SKU118,464,578.75
SO034SKU119,2025-02-04,SKU119,196,632.5
SO034SKU120,2025-02-04,SKU120,455,1086.25
SO034SKU121,2025-02-04,SKU121,143,2001.25
SO034SKU122,2025-02-04,SKU122,99,791.25
SO034SKU123,2025-02-04,SKU123,474,1283.75
